,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
26,AR,Arunachal Pradesh,AR_Longding,Longding,180,23,157,0,0,0,0,0,0,,
27,AR,Arunachal Pradesh,AR_Lower Dibang Valley,Lower Dibang Valley,219,26,193,0,0,0,0,0,0,,
28,AR,Arunachal Pradesh,AR_Lower Siang,Lower Siang,247,69,178,0,0,0,0,0,0,,
29,AR,Arunachal Pradesh,AR_Lower Subansiri,Lower Subansiri,223,46,176,1,0,0,0,0,0,,
30,AR,Arunachal Pradesh,AR_Namsai,Namsai,267,49,216,2,0,0,0,0,0,,
31,AR,Arunachal Pradesh,AR_Pakke Kessang,Pakke Kessang,76,13,63,0,0,0,0,0,0,,
32,AR,Arunachal Pradesh,AR_Papum Pare,Papum Pare,4661,1738,2916,7,0,0,0,0,0,,
33,AR,Arunachal Pradesh,AR_Shi Yomi,Shi Yomi,26,2,24,0,0,0,0,0,0,,
34,AR,Arunachal Pradesh,AR_Siang,Siang,50,4,46,0,0,0,0,0,0,,
35,AR,Arunachal Pradesh,AR_Tawang,Tawang,310,50,259,1,0,0,0,0,0,,
36,AR,Arunachal Pradesh,AR_Tirap,Tirap,327,84,243,0,0,0,0,0,0,,
37,AR,Arunachal Pradesh,AR_Upper Dibang Valley,Upper Dibang Valley,4,0,4,0,0,0,0,0,0,,
38,AR,Arunachal Pradesh,AR_Upper Siang,Upper Siang,153,22,131,0,0,0,0,0,0,,
39,AR,Arunachal Pradesh,AR_Upper Subansiri,Upper Subansiri,295,106,189,0,0,0,0,0,0,,
40,AR,Arunachal Pradesh,AR_West Kameng,West Kameng,592,74,515,3,0,0,0,0,0,,
41,AR,Arunachal Pradesh,AR_West Siang,West Siang,554,193,361,0,0,0,0,0,0,,
0,AS,Assam,AS_Airport Quarantine,Airport Quarantine,13,0,13,0,0,0,0,0,0,,
42,AS,Assam,AS_Baksa,Baksa,687,234,447,6,0,0,0,0,0,,
43,AS,Assam,AS_Barpeta,Barpeta,1121,92,1024,5,0,0,0,0,0,,
44,AS,Assam,AS_Biswanath,Biswanath,467,88,379,0,0,0,0,0,0,,
45,AS,Assam,AS_Bongaigaon,Bongaigaon,1303,465,834,4,0,0,0,0,0,,
46,AS,Assam,AS_Cachar,Cachar,6216,4686,1498,32,0,0,0,0,0,,
47,AS,Assam,AS_Charaideo,Charaideo,113,2,105,6,0,0,0,0,0,,
48,AS,Assam,AS_Chirang,Chirang,280,58,219,3,0,0,0,0,0,,
49,AS,Assam,AS_Darrang,Darrang,1967,220,1730,17,0,0,0,0,0,,
50,AS,Assam,AS_Dhemaji,Dhemaji,765,320,440,5,0,0,0,0,0,,
51,AS,Assam,AS_Dhubri,Dhubri,1723,499,1215,9,0,0,0,0,0,,
52,AS,Assam,AS_Dibrugarh,Dibrugarh,9486,7005,2409,72,0,0,0,0,0,,
53,AS,Assam,AS_Dima Hasao,Dima Hasao,237,38,199,0,0,0,0,0,0,,
54,AS,Assam,AS_Goalpara,Goalpara,658,38,568,4,0,0,0,0,0,,
55,AS,Assam,AS_Golaghat,Golaghat,3803,2125,1656,22,0,0,0,0,0,,
56,AS,Assam,AS_Hailakandi,Hailakandi,1632,509,1116,7,0,0,0,0,0,,
57,AS,Assam,AS_Hojai,Hojai,1646,474,1160,12,0,0,0,0,0,,
58,AS,Assam,AS_Jorhat,Jorhat,8457,6672,1752,33,0,0,0,0,0,,
59,AS,Assam,AS_Kamrup,Kamrup,4590,2491,2074,25,0,0,0,0,0,,
60,AS,Assam,AS_Kamrup Metropolitan,Kamrup Metropolitan,44134,29437,14599,98,0,0,0,0,0,,
61,AS,Assam,AS_Karbi Anglong,Karbi Anglong,632,71,552,9,0,0,0,0,0,,
62,AS,Assam,AS_Karimganj,Karimganj,1200,219,955,26,0,0,0,0,0,,
63,AS,Assam,AS_Kokrajhar,Kokrajhar,408,45,353,10,0,0,0,0,0,,
64,AS,Assam,AS_Lakhimpur,Lakhimpur,3006,1855,1135,16,0,0,0,0,0,,
65,AS,Assam,AS_Majuli,Majuli,165,82,80,3,0,0,0,0,0,,
66,AS,Assam,AS_Morigaon,Morigaon,638,75,557,6,0,0,0,0,0,,
67,AS,Assam,AS_Nagaon,Nagaon,4515,1994,2506,15,0,0,0,0,0,,
68,AS,Assam,AS_Nalbari,Nalbari,948,106,828,14,0,0,0,0,0,,
0,AS,Assam,AS_Other State,Other State,1,0,1,0,0,0,0,0,0,,
69,AS,Assam,AS_Sivasagar,Sivasagar,529,35,473,21,0,0,0,0,0,,
70,AS,Assam,AS_Sonitpur,Sonitpur,2548,815,1727,6,0,0,0,0,0,,
71,AS,Assam,AS_South Salmara Mankachar,South Salmara Mankachar,51,4,47,0,0,0,0,0,0,,
72,AS,Assam,AS_Tinsukia,Tinsukia,3366,1543,1798,25,0,0,0,0,0,,
73,AS,Assam,AS_Udalguri,Udalguri,758,86,666,6,0,0,0,0,0,,
74,AS,Assam,AS_West Karbi Anglong,West Karbi Anglong,39,1,37,1,0,0,0,0,0,,
75,BR,Bihar,BR_Araria,Araria,5399,401,4983,15,0,0,0,0,0,,
76,BR,Bihar,BR_Arwal,Arwal,1873,101,1764,8,0,0,0,0,0,,
77,BR,Bihar,BR_Aurangabad,Aurangabad,3769,177,3582,10,0,0,0,0,0,,
78,BR,Bihar,BR_Banka,Banka,2655,327,2319,9,0,0,0,0,0,,
79,BR,Bihar,BR_Begusarai,Begusarai,6417,203,6189,25,0,0,0,0,0,,
80,BR,Bihar,BR_Bhagalpur,Bhagalpur,7557,373,7122,62,0,0,0,0,0,,
81,BR,Bihar,BR_Bhojpur,Bhojpur,4206,107,4066,33,0,0,0,0,0,,
82,BR,Bihar,BR_Buxar,Buxar,3504,102,3390,12,0,0,0,0,0,,
83,BR,Bihar,BR_Darbhanga,Darbhanga,3257,233,3004,20,0,0,0,0,0,,
101,BR,Bihar,BR_East Champaran,East Champaran,6753,456,6261,36,0,0,0,0,0,,
84,BR,Bihar,BR_Gaya,Gaya,5830,338,5447,45,0,0,0,0,0,,
85,BR,Bihar,BR_Gopalganj,Gopalganj,4354,365,3986,3,0,0,0,0,0,,
86,BR,Bihar,BR_Jamui,Jamui,2451,308,2137,6,0,0,0,0,0,,
87,BR,Bihar,BR_Jehanabad,Jehanabad,3085,230,2846,9,0,0,0,0,0,,
88,BR,Bihar,BR_Kaimur,Kaimur,1671,43,1619,9,0,0,0,0,0,,
89,BR,Bihar,BR_Katihar,Katihar,5752,224,5517,11,0,0,0,0,0,,
90,BR,Bihar,BR_Khagaria,Khagaria,2693,76,2607,10,0,0,0,0,0,,
91,BR,Bihar,BR_Kishanganj,Kishanganj,3190,260,2920,10,0,0,0,0,0,,
92,BR,Bihar,BR_Lakhisarai,Lakhisarai,2794,176,2610,8,0,0,0,0,0,,
93,BR,Bihar,BR_Madhepura,Madhepura,3443,366,3068,9,0,0,0,0,0,,
94,BR,Bihar,BR_Madhubani,Madhubani,6324,366,5941,17,0,0,0,0,0,,
95,BR,Bihar,BR_Munger,Munger,3100,259,2805,36,0,0,0,0,0,,
96,BR,Bihar,BR_Muzaffarpur,Muzaffarpur,8503,514,7957,32,0,0,0,0,0,,
97,BR,Bihar,BR_Nalanda,Nalanda,6174,372,5761,41,0,0,0,0,0,,
98,BR,Bihar,BR_Nawada,Nawada,2804,255,2533,16,0,0,0,0,0,,
100,BR,Bihar,BR_Patna,Patna,28857,2147,26495,215,0,0,0,0,0,,
102,BR,Bihar,BR_Purnia,Purnia,6754,496,6249,9,0,0,0,0,0,,
103,BR,Bihar,BR_Rohtas,Rohtas,5683,287,5360,36,0,0,0,0,0,,
104,BR,Bihar,BR_Saharsa,Saharsa,4946,265,4674,7,0,0,0,0,0,,
105,BR,Bihar,BR_Samastipur,Samastipur,4253,268,3956,29,0,0,0,0,0,,
106,BR,Bihar,BR_Saran,Saran,5584,268,5284,32,0,0,0,0,0,,
107,BR,Bihar,BR_Sheikhpura,Sheikhpura,2415,168,2240,7,0,0,0,0,0,,
108,BR,Bihar,BR_Sheohar,Sheohar,1097,74,1022,1,0,0,0,0,0,,
109,BR,Bihar,BR_Sitamarhi,Sitamarhi,3450,127,3312,11,0,0,0,0,0,,
110,BR,Bihar,BR_Siwan,Siwan,3754,264,3471,19,0,0,0,0,0,,
111,BR,Bihar,BR_Supaul,Supaul,4324,401,3914,9,0,0,0,0,0,,
112,BR,Bihar,BR_Vaishali,Vaishali,4313,223,4057,32,1,0,0,0,0,,
99,BR,Bihar,BR_West Champaran,West Champaran,4963,306,4641,16,0,0,0,0,0,,
113,CH,Chandigarh,CH_Chandigarh,Chandigarh,12445,1673,10598,174,0,0,0,0,0,,
0,CT,Chhattisgarh,CT_Other State,Other State,174,13,141,20,0,0,0,0,0,,
114,CT,Chhattisgarh,CT_Balod,Balod,2650,722,1923,5,0,0,0,0,0,,
115,CT,Chhattisgarh,CT_Baloda Bazar,Baloda Bazar,3360,442,2897,21,0,0,0,0,0,,
116,CT,Chhattisgarh,CT_Balrampur,Balrampur,1140,249,888,3,0,0,0,0,0,,
117,CT,Chhattisgarh,CT_Bametara,Bametara,1517,267,1232,18,0,0,0,0,0,,
118,CT,Chhattisgarh,CT_Bastar,Bastar,3637,1212,2406,19,0,0,0,0,0,,
119,CT,Chhattisgarh,CT_Bijapur,Bijapur,1934,246,1682,6,0,0,0,0,0,,
120,CT,Chhattisgarh,CT_Bilaspur,Bilaspur,8060,739,7240,81,0,0,0,0,0,,
121,CT,Chhattisgarh,CT_Dakshin Bastar Dantewada,Dakshin Bastar Dantewada,2669,748,1913,8,0,0,0,0,0,,
122,CT,Chhattisgarh,CT_Dhamtari,Dhamtari,2670,490,2169,11,0,0,0,0,0,,
123,CT,Chhattisgarh,CT_Durg,Durg,12327,2639,9559,129,0,0,0,0,0,,
124,CT,Chhattisgarh,CT_Gariaband,Gariaband,1597,287,1293,17,0,0,0,0,0,,
125,CT,Chhattisgarh,CT_Janjgir Champa,Janjgir Champa,5400,1456,3916,28,0,0,0,0,0,,
126,CT,Chhattisgarh,CT_Jashpur,Jashpur,1201,286,912,3,0,0,0,0,0,,
127,CT,Chhattisgarh,CT_Kabeerdham,Kabeerdham,2203,251,1944,8,0,0,0,0,0,,
128,CT,Chhattisgarh,CT_Kondagaon,Kondagaon,1465,331,1125,9,0,0,0,0,0,,
129,CT,Chhattisgarh,CT_Korba,Korba,3672,1365,2300,7,0,0,0,0,0,,
130,CT,Chhattisgarh,CT_Koriya,Koriya,1643,314,1318,11,0,0,0,0,0,,
131,CT,Chhattisgarh,CT_Mahasamund,Mahasamund,2656,544,2088,24,0,0,0,0,0,,
132,CT,Chhattisgarh,CT_Mungeli,Mungeli,1709,473,1232,4,0,0,0,0,0,,
133,CT,Chhattisgarh,CT_Narayanpur,Narayanpur,1405,231,1173,1,0,0,0,0,0,,
134,CT,Chhattisgarh,CT_Raigarh,Raigarh,7508,1603,5837,68,0,0,0,0,0,,
135,CT,Chhattisgarh,CT_Raipur,Raipur,35197,10011,24736,450,0,0,0,0,0,,
136,CT,Chhattisgarh,CT_Rajnandgaon,Rajnandgaon,8257,1374,6842,41,0,0,0,0,0,,
137,CT,Chhattisgarh,CT_Sukma,Sukma,1969,421,1544,4,0,0,0,0,0,,
138,CT,Chhattisgarh,CT_Surajpur,Surajpur,1836,388,1437,11,0,0,0,0,0,,
139,CT,Chhattisgarh,CT_Surguja,Surguja,2846,791,2031,24,0,0,0,0,0,,
140,CT,Chhattisgarh,CT_Uttar Bastar Kanker,Uttar Bastar Kanker,2283,603,1667,13,0,0,0,0,0,,
766,CT,Chhattisgarh,CT_Gaurela Pendra Marwahi,Gaurela Pendra Marwahi,339,52,286,1,0,0,0,0,0,,
144,DL,Delhi,DL_Central Delhi,Central Delhi,184,184,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
145,DL,Delhi,DL_East Delhi,East Delhi,38,38,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
146,DL,Delhi,DL_New Delhi,New Delhi,37,37,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
147,DL,Delhi,DL_North Delhi,North Delhi,60,60,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
148,DL,Delhi,DL_North East Delhi,North East Delhi,25,25,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
149,DL,Delhi,DL_North West Delhi,North West Delhi,32,31,0,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
150,DL,Delhi,DL_Shahdara,Shahdara,48,48,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
151,DL,Delhi,DL_South Delhi,South Delhi,70,70,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
152,DL,Delhi,DL_South East Delhi,South East Delhi,130,130,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
153,DL,Delhi,DL_South West Delhi,South West Delhi,42,42,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
154,DL,Delhi,DL_West Delhi,West Delhi,122,122,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
0,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Other State,Other State,0,0,0,0,0,0,0,0,0,,
141,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli,1495,47,1442,1,5,0,0,0,0,,
142,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Daman,Daman,1284,54,1209,1,20,0,0,0,0,,
143,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Diu,Diu,306,3,300,0,3,0,0,0,0,,
0,GA,Goa,GA_Other State,Other State,200,9,190,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
155,GA,Goa,GA_North Goa,North Goa,2668,1639,964,65,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
156,GA,Goa,GA_South Goa,South Goa,3511,1978,1407,126,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
0,GJ,Gujarat,GJ_Other State,Other State,162,27,132,3,0,0,0,0,0,,
157,GJ,Gujarat,GJ_Ahmedabad,Ahmedabad,37624,3911,31888,1825,0,0,0,0,0,,
158,GJ,Gujarat,GJ_Amreli,Amreli,2232,456,1752,24,0,0,0,0,0,,
159,GJ,Gujarat,GJ_Anand,Anand,1133,60,1057,16,0,0,0,0,0,,
160,GJ,Gujarat,GJ_Aravalli,Aravalli,619,189,406,24,0,0,0,0,0,,
161,GJ,Gujarat,GJ_Banaskantha,Banaskantha,2149,34,2091,24,0,0,0,0,0,,
162,GJ,Gujarat,GJ_Bharuch,Bharuch,2344,253,2076,15,0,0,0,0,0,,
163,GJ,Gujarat,GJ_Bhavnagar,Bhavnagar,4301,377,3858,66,0,0,0,0,0,,
164,GJ,Gujarat,GJ_Botad,Botad,754,99,650,5,0,0,0,0,0,,
165,GJ,Gujarat,GJ_Chhota Udaipur,Chhota Udaipur,521,85,434,2,0,0,0,0,0,,
167,GJ,Gujarat,GJ_Dahod,Dahod,1684,303,1375,6,0,0,0,0,0,,
187,GJ,Gujarat,GJ_Dang,Dang,106,21,85,0,0,0,0,0,0,,
166,GJ,Gujarat,GJ_Devbhumi Dwarka,Devbhumi Dwarka,593,121,467,5,0,0,0,0,0,,
168,GJ,Gujarat,GJ_Gandhinagar,Gandhinagar,3843,660,3104,79,0,0,0,0,0,,
169,GJ,Gujarat,GJ_Gir Somnath,Gir Somnath,1460,119,1321,20,0,0,0,0,0,,
170,GJ,Gujarat,GJ_Jamnagar,Jamnagar,6449,450,5964,35,0,0,0,0,0,,
171,GJ,Gujarat,GJ_Junagadh,Junagadh,2914,354,2527,33,0,0,0,0,0,,
173,GJ,Gujarat,GJ_Kheda,Kheda,1323,74,1234,15,0,0,0,0,0,,
172,GJ,Gujarat,GJ_Kutch,Kutch,2227,676,1518,33,0,0,0,0,0,,
175,GJ,Gujarat,GJ_Mahisagar,Mahisagar,1035,140,891,4,0,0,0,0,0,,
174,GJ,Gujarat,GJ_Mehsana,Mehsana,2897,766,2102,29,0,0,0,0,0,,
176,GJ,Gujarat,GJ_Morbi,Morbi,1736,235,1485,16,0,0,0,0,0,,
177,GJ,Gujarat,GJ_Narmada,Narmada,970,75,894,1,0,0,0,0,0,,
178,GJ,Gujarat,GJ_Navsari,Navsari,1209,67,1135,7,0,0,0,0,0,,
179,GJ,Gujarat,GJ_Panchmahal,Panchmahal,2394,300,2075,19,0,0,0,0,0,,
180,GJ,Gujarat,GJ_Patan,Patan,1906,217,1648,41,0,0,0,0,0,,
181,GJ,Gujarat,GJ_Porbandar,Porbandar,483,16,463,4,0,0,0,0,0,,
182,GJ,Gujarat,GJ_Rajkot,Rajkot,9872,1312,8416,144,0,0,0,0,0,,
183,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,1138,273,854,11,0,0,0,0,0,,
184,GJ,Gujarat,GJ_Surat,Surat,30295,2599,26918,778,0,0,0,0,0,,
185,GJ,Gujarat,GJ_Surendranagar,Surendranagar,1864,383,1470,11,0,0,0,0,0,,
186,GJ,Gujarat,GJ_Tapi,Tapi,666,52,610,4,0,0,0,0,0,,
188,GJ,Gujarat,GJ_Vadodara,Vadodara,12610,1978,10441,191,0,0,0,0,0,,
189,GJ,Gujarat,GJ_Valsad,Valsad,1186,53,1124,9,0,0,0,0,0,,
212,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,889,228,659,2,0,0,0,0,0,,
213,HP,Himachal Pradesh,HP_Chamba,Chamba,892,109,770,11,2,0,0,0,0,One death of COVID-19 positive patient has occured due to non-covid reasons,
214,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,957,180,770,7,0,0,0,0,0,,
215,HP,Himachal Pradesh,HP_Kangra,Kangra,2408,494,1863,51,0,0,0,0,0,Death of Tibetan refugee on March 22 included in Kangra district's tally,
216,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,196,31,163,2,0,0,0,0,0,,
217,HP,Himachal Pradesh,HP_Kullu,Kullu,719,276,430,11,2,0,0,0,0,,
218,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,175,66,109,0,0,0,0,0,0,,
219,HP,Himachal Pradesh,HP_Mandi,Mandi,1848,564,1258,26,0,0,0,0,0,,
220,HP,Himachal Pradesh,HP_Shimla,Shimla,1400,374,976,42,8,0,0,0,0,One death of COVID-19 positive patient has occured due to non-covid reasons,
221,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,1872,183,1674,15,0,0,0,0,0,,
222,HP,Himachal Pradesh,HP_Solan,Solan,3147,544,2561,32,10,0,0,0,0,,
223,HP,Himachal Pradesh,HP_Una,Una,1348,227,1108,13,0,0,0,0,0,,
0,HR,Haryana,HR_Foreign Evacuees,Foreign Evacuees,0,0,0,0,0,0,0,0,0,,
190,HR,Haryana,HR_Ambala,Ambala,8176,521,7560,95,0,0,0,0,0,,
191,HR,Haryana,HR_Bhiwani,Bhiwani,2881,230,2615,36,0,0,0,0,0,,
192,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,653,182,467,4,0,0,0,0,0,,
193,HR,Haryana,HR_Faridabad,Faridabad,20397,939,19233,225,0,0,0,0,0,,
194,HR,Haryana,HR_Fatehabad,Fatehabad,2438,331,2065,42,0,0,0,0,0,,
195,HR,Haryana,HR_Gurugram,Gurugram,21746,2408,19160,178,0,0,0,0,0,,
196,HR,Haryana,HR_Hisar,Hisar,6714,1200,5443,71,0,0,0,0,0,,
0,HR,Haryana,HR_Italians,Italians,0,0,0,0,0,0,0,0,0,,
197,HR,Haryana,HR_Jhajjar,Jhajjar,2621,213,2383,25,0,0,0,0,0,,
198,HR,Haryana,HR_Jind,Jind,2203,186,1980,37,0,0,0,0,0,,
199,HR,Haryana,HR_Kaithal,Kaithal,2518,254,2224,40,0,0,0,0,0,,
200,HR,Haryana,HR_Karnal,Karnal,7515,642,6764,109,0,0,0,0,0,,
201,HR,Haryana,HR_Kurukshetra,Kurukshetra,5808,471,5245,92,0,0,0,0,0,,
202,HR,Haryana,HR_Mahendragarh,Mahendragarh,3588,416,3165,7,0,0,0,0,0,,
203,HR,Haryana,HR_Nuh,Nuh,1132,61,1048,23,0,0,0,0,0,,
204,HR,Haryana,HR_Palwal,Palwal,2708,101,2590,17,0,0,0,0,0,,
205,HR,Haryana,HR_Panchkula,Panchkula,6221,660,5467,94,0,0,0,0,0,,
206,HR,Haryana,HR_Panipat,Panipat,7478,582,6807,89,0,0,0,0,0,,
207,HR,Haryana,HR_Rewari,Rewari,5977,511,5436,30,0,0,0,0,0,,
208,HR,Haryana,HR_Rohtak,Rohtak,6189,646,5478,65,0,0,0,0,0,,
209,HR,Haryana,HR_Sirsa,Sirsa,3979,641,3269,69,0,0,0,0,0,,
210,HR,Haryana,HR_Sonipat,Sonipat,8514,467,8003,44,0,0,0,0,0,,
211,HR,Haryana,HR_Yamunanagar,Yamunanagar,4422,405,3939,78,0,0,0,0,0,,
246,JH,Jharkhand,JH_Bokaro,Bokaro,4206,438,3737,31,0,0,0,0,0,,
247,JH,Jharkhand,JH_Chatra,Chatra,1211,135,1068,8,0,0,0,0,0,,
248,JH,Jharkhand,JH_Deoghar,Deoghar,2624,157,2452,15,0,0,0,0,0,,
249,JH,Jharkhand,JH_Dhanbad,Dhanbad,5299,610,4625,64,0,0,0,0,0,,
250,JH,Jharkhand,JH_Dumka,Dumka,1114,238,868,8,0,0,0,0,0,,
264,JH,Jharkhand,JH_East Singhbhum,East Singhbhum,14633,1917,12408,308,0,0,0,0,0,,
251,JH,Jharkhand,JH_Garhwa,Garhwa,2192,130,2053,9,0,0,0,0,0,,
252,JH,Jharkhand,JH_Giridih,Giridih,3139,188,2941,10,0,0,0,0,0,,
253,JH,Jharkhand,JH_Godda,Godda,1683,112,1564,7,0,0,0,0,0,,
254,JH,Jharkhand,JH_Gumla,Gumla,1703,181,1520,2,0,0,0,0,0,,
255,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,3648,517,3107,24,0,0,0,0,0,,
256,JH,Jharkhand,JH_Jamtara,Jamtara,840,116,722,2,0,0,0,0,0,,
257,JH,Jharkhand,JH_Khunti,Khunti,1586,371,1211,4,0,0,0,0,0,,
258,JH,Jharkhand,JH_Koderma,Koderma,3053,325,2705,23,0,0,0,0,0,,
259,JH,Jharkhand,JH_Latehar,Latehar,1550,281,1265,4,0,0,0,0,0,,
260,JH,Jharkhand,JH_Lohardaga,Lohardaga,1332,375,950,7,0,0,0,0,0,,
261,JH,Jharkhand,JH_Pakur,Pakur,786,165,619,2,0,0,0,0,0,,
262,JH,Jharkhand,JH_Palamu,Palamu,2774,156,2607,11,0,0,0,0,0,,
265,JH,Jharkhand,JH_Ramgarh,Ramgarh,3571,167,3383,21,0,0,0,0,0,,
266,JH,Jharkhand,JH_Ranchi,Ranchi,20427,3434,16866,127,0,0,0,0,0,,
267,JH,Jharkhand,JH_Sahibganj,Sahibganj,1358,96,1253,9,0,0,0,0,0,,
268,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,3058,379,2670,9,0,0,0,0,0,,
269,JH,Jharkhand,JH_Simdega,Simdega,1666,163,1499,4,0,0,0,0,0,,
263,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,3757,305,3418,34,0,0,0,0,0,,
224,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,3624,484,3073,67,0,0,0,0,0,,
226,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,3568,449,3080,39,0,0,0,0,0,,
227,JK,Jammu and Kashmir,JK_Baramulla,Baramulla,4575,1314,3137,124,0,0,0,0,0,,
225,JK,Jammu and Kashmir,JK_Budgam,Budgam,5075,806,4182,87,0,0,0,0,0,,
228,JK,Jammu and Kashmir,JK_Doda,Doda,2285,906,1346,33,0,0,0,0,0,,
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,2990,287,2674,29,0,0,0,0,0,,
